,text,intent,labels
8311,Play:O the:O most:B-sort popular:I-sort sort:O by:O ep:B-music_item by:O Brooke:B-artist Fraser:I-artist ," PlayMusic
",3
4675,Show:O me:O the:O Live~Legend:B-object_name 1999:I-object_name &:I-object_name 1997:I-object_name Apocalypse:I-object_name TV:B-object_type show:I-object_type ," SearchCreativeWork
",5
2801,I'd:O give:O The:B-object_name Jewel:I-object_name in:I-object_name the:I-object_name Crown:I-object_name saga:B-object_part_of_series_type four:B-rating_value of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
5377,Can:O a:O I:O get:O the:O movie:O schedule:B-object_type for:O Sympathy:B-movie_name for:I-movie_name the:I-movie_name Devil:I-movie_name ," SearchScreeningEvent
",6
9034,Find:O the:O schedule:B-object_type for:O Project:B-movie_name Shadowchaser:I-movie_name II:I-movie_name at:O the:O cinema:B-object_location_type in:B-timeRange eighteen:I-timeRange hours:I-timeRange .:O ," SearchScreeningEvent
",6
582,Show:O the:O Innocent:B-object_name When:I-object_name You:I-object_name Dream:I-object_name saga:B-object_type ," SearchCreativeWork
",5
1432,add:O david:B-artist dallas:I-artist to:O my:B-playlist_owner latin:B-playlist dance:I-playlist cardio:I-playlist playlist:O ," AddToPlaylist
",0
6411,Rate:O the:O Sacred:B-object_name Fire:I-object_name series:B-object_part_of_series_type 5:B-rating_value points:B-rating_unit ," RateBook
",4
3029,add:O track:B-music_item to:O Indie:B-playlist Electronics:I-playlist playlist:O ," AddToPlaylist
",0
8557,What:O movies:B-movie_type are:O playing:O at:O the:O closest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type ," SearchScreeningEvent
",6
4125,Add:O all:B-entity_name together:I-entity_name now:I-entity_name to:O my:B-playlist_owner playlist:O the:B-playlist road:I-playlist to:I-playlist punk:I-playlist rock:I-playlist ," AddToPlaylist
",0
9023,play:O a:O 1999:B-year track:B-music_item by:O Pete:B-artist Seeger:I-artist on:O Youtube:B-service ," PlayMusic
",3
829,Put:O this:O tune:B-music_item on:O my:B-playlist_owner get:B-playlist your:I-playlist mind:I-playlist right:I-playlist playlist:O ," AddToPlaylist
",0
2148,play:O pandora:B-service ," PlayMusic
",3
8634,Find:O a:O soundtrack:B-object_type called:O New:B-object_name Religion:I-object_name .:O ," SearchCreativeWork
",5
7543,Schedule:O the:O food:B-restaurant_type truck:I-restaurant_type to:O be:O at:O your:B-poi place:I-poi in:O the:O distant:B-spatial_relation future.:O ," BookRestaurant
",1
8674,Book:O a:O restaurant:B-restaurant_type for:O ten:B-party_size_number in:O Exmore:B-city at:O sunset:B-timeRange ," BookRestaurant
",1
3447,Book:O a:O table:O at:O a:O cuban:B-cuisine pub:B-restaurant_type for:O 5:B-timeRange pm:I-timeRange for:O a:O party:O of:O 7:B-party_size_number in:O Virginia:B-state .:O ," BookRestaurant
",1
3705,Play:O music:O from:O the:O top-5:B-sort from:O artist:O Kenia:B-artist Arias:I-artist ," PlayMusic
",3
4169,add:O willie:B-entity_name nelson:I-entity_name live:I-entity_name to:O my:B-playlist_owner Acoustic:B-playlist Blues:I-playlist playlsit:O ," AddToPlaylist
",0
5356,show:O me:O movies:B-movie_type in:B-spatial_relation the:I-spatial_relation area:I-spatial_relation ," SearchScreeningEvent
",6
4477,What's:O the:O weather:O look:O like:O for:O MH:B-state ," GetWeather
",2
3709,rate:O The:B-object_name Tom:I-object_name Thomson:I-object_name Mystery:I-object_name 1:B-rating_value stars:B-rating_unit ," RateBook
",4
583,Rate:O the:O current:B-object_select book:B-object_type one:B-rating_value of:O 6:B-best_rating points:B-rating_unit ," RateBook
",4
7364,"How:O is:O the:O weather:O going:O to:O be:O this:B-timeRange week:I-timeRange in:O Roseau:B-city ,:O IA:B-state .:O "," GetWeather
",2
634,"What:O is:O the:O weather:O looking:O like:O for:O December:B-timeRange the:I-timeRange eleventh,:I-timeRange 2034:I-timeRange in:O MD:B-state "," GetWeather
",2
2836,I:O would:O give:O Dead:B-object_name Man:I-object_name Falling:I-object_name 5:B-rating_value points:B-rating_unit and:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
44,I:O want:O to:O book:O a:O restaurant:B-restaurant_type close-by:B-spatial_relation my:B-poi teenager's:I-poi airbnb:I-poi at:O 00:55:B-timeRange am:I-timeRange ," BookRestaurant
",1
8307,Rate:O my:O current:B-object_select textbook:B-object_type four:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
4463,Play:O music:O by:O Don:B-artist Cherry:I-artist .:O ," PlayMusic
",3
597,What:O time:O is:O Living:B-movie_name Is:I-movie_name Easy:I-movie_name with:I-movie_name Eyes:I-movie_name Closed:I-movie_name playing:O ," SearchScreeningEvent
",6
2750,what:O is:O the:O forecast:O for:O here:B-current_location one:B-timeRange second:I-timeRange from:I-timeRange now:I-timeRange ," GetWeather
",2
4235,I:O want:O to:O hear:O Dido:B-artist from:O 1966:B-year on:O Youtube:B-service ," PlayMusic
",3
2793,Play:O music:O from:O 2005:B-year by:O Justin:B-artist Broadrick:I-artist ," PlayMusic
",3
8852,What:O will:O the:O weather:O be:O in:O Tajikistan:B-country on:O Dec.:B-timeRange twentieth:I-timeRange ?:O ," GetWeather
",2
9037,Play:O nineties:B-year ," PlayMusic
",3
8875,Will:O you:O please:O pull:O up:O movie:B-object_type schedules:I-object_type for:O me?:O ," SearchScreeningEvent
",6
270,Search:O for:O Police:B-object_name Women:I-object_name of:I-object_name Cincinnati:I-object_name ," SearchCreativeWork
",5
3064,Can:O you:O put:O a:O song:B-music_item by:O Rick:B-artist Astley:I-artist on:O my:B-playlist_owner hot:B-playlist 50:I-playlist playlist:O ," AddToPlaylist
",0
6087,Can:O you:O get:O me:O seating:O for:O a:O party:O of:O 5:B-party_size_number ," BookRestaurant
",1
5247,Rate:O this:B-object_select album:B-object_type one:B-rating_value value:O ," RateBook
",4
5977,Play:O a:O melody:B-music_item by:O Colin:B-artist Blunstone:I-artist ," PlayMusic
",3
5123,i:O want:O to:O watch:O Mr.:B-movie_name and:I-movie_name Mrs.:I-movie_name Bridge:I-movie_name at:O a:O nearest:B-spatial_relation cinema:B-object_location_type ," SearchScreeningEvent
",6
7908,Open:O groove:B-service shark:I-service and:O play:O Jason:B-artist Mizell:I-artist ," PlayMusic
",3
271,I:O want:O to:O book:O a:O pub:B-restaurant_type in:O Juniper:B-city for:O 8:B-party_size_number that:O serves:O bûche:B-served_dish de:I-served_dish noël:I-served_dish ," BookRestaurant
",1
3283,I'd:O like:O a:O reservation:O for:O Thornbury:B-restaurant_name Castle:I-restaurant_name three:B-timeRange hours:I-timeRange from:I-timeRange now:I-timeRange in:O NM:B-state .:O ," BookRestaurant
",1
2485,What:O is:O the:O current:B-current_location weather:O forecast:O for:O Diamondville:B-city ?:O ," GetWeather
",2
7130,Is:O Lord:B-movie_name Jim:I-movie_name at:O the:O movie:B-object_location_type house:I-object_location_type ," SearchScreeningEvent
",6
3639,Play:O some:O sixties:B-year music:O by:O gaudi:B-artist on:O last:B-service fm:I-service ," PlayMusic
",3
2882,book:O any:O popular:B-sort puglia:B-cuisine serving:O oyster:B-restaurant_type bar:I-restaurant_type for:O 10:B-party_size_number in:O Jemez:B-city Springs:I-city ," BookRestaurant
",1
281,find:O a:O movie:B-object_type schedule:I-object_type ," SearchScreeningEvent
",6
8120,Rate:O 5:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit to:O this:B-object_select album:B-object_type ," RateBook
",4
2819,Add:O Rattus:B-entity_name at:I-entity_name the:I-entity_name Roundhouse:I-entity_name to:O my:B-playlist_owner funk:B-playlist playlist.:O ," AddToPlaylist
",0
563,Find:O the:O movie:B-object_type schedules:I-object_type for:O Cineplex:B-location_name Odeon:I-location_name Corporation:I-location_name .:O ," SearchScreeningEvent
",6
8042,Play:O some:O symphonic:B-genre rock:I-genre .:O ," PlayMusic
",3
2474,"my:O rating:O for:O Dilvish,:B-object_name the:I-object_name Damned:I-object_name is:O 4:B-rating_value out:O of:O 6:B-best_rating "," RateBook
",4
1409,Play:O some:O seventies:B-year track:B-music_item from:O top:B-sort Rie:B-artist Tomosaka:I-artist ," PlayMusic
",3
6195,I:O want:O to:O book:O a:O restaurant:B-restaurant_type with:O a:O pool:B-facility for:O five:B-party_size_number in:O Conehatta:B-city ," BookRestaurant
",1
5864,play:O caitlin:B-artist cary:I-artist from:O the:O fourties:B-year ," PlayMusic
",3
5571,I:O would:O like:O to:O book:O Thomas:B-restaurant_name Hynes:I-restaurant_name House:I-restaurant_name for:O 6:B-party_size_number in:O Minnesota:B-state ," BookRestaurant
",1
1396,Play:O music:O from:O 1989:B-year by:O Maya:B-artist .:O ," PlayMusic
",3
3113,"I'm:O hoping:O to:O find:O a:O table:O for:O six:B-party_size_number at:O a:O pub:B-restaurant_type on:O jul.:B-timeRange 19,:I-timeRange 2029:I-timeRange .:O "," BookRestaurant
",1
7520,Can:O I:O see:O the:O TV:B-object_type show:I-object_type The:B-object_name Closer:I-object_name I:I-object_name Get:I-object_name ?:O ," SearchCreativeWork
",5
7255,book:O a:O spot:O in:O Malin:B-city KY:B-state ," BookRestaurant
",1
7050,Will:O the:O weather:O be:O temperate:B-condition_temperature 188:B-timeRange days:I-timeRange from:I-timeRange now:I-timeRange in:O Zimbabwe:B-country ," GetWeather
",2
2663,what:O is:O the:O weather:O like:O now:B-timeRange in:O AK:B-state ," GetWeather
",2
7216,Play:O Adieu:B-track by:O Al:B-artist Arsenault:I-artist ," PlayMusic
",3
4644,I:O want:O to:O book:O a:O restaurant:B-restaurant_type in:O Bosnia:B-country and:I-country Herzegovina:I-country .:O ," BookRestaurant
",1
4017,add:O hold:B-entity_name my:I-entity_name liquor:I-entity_name to:O electroNOW:B-playlist ," AddToPlaylist
",0
9120,Weather:O here:B-current_location at:O two:B-timeRange pm:I-timeRange ," GetWeather
",2
6244,I:O would:O like:O to:O hear:O a:O song:B-music_item by:O Tim:B-artist Reynolds:I-artist ," PlayMusic
",3
3429,Show:O me:O TV:B-object_type series:I-object_type Lego:B-object_name Star:I-object_name Wars:I-object_name 3::I-object_name The:I-object_name Clone:I-object_name Wars:I-object_name ," SearchCreativeWork
",5
4776,Will:O there:O be:O a:O cloud:B-condition_description here:B-current_location at:O 06:50:20:B-timeRange ," GetWeather
",2
5193,play:O the:O game:B-object_type Sugarfoot:B-object_name ," SearchCreativeWork
",5
2624,Rate:O my:O current:B-object_select novel:B-object_type 2:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit ," RateBook
",4
1332,What:O is:O the:O movie:B-object_type schedule:I-object_type ," SearchScreeningEvent
",6
6806,Provide:O me:O the:O movie:B-object_type schedules:I-object_type ," SearchScreeningEvent
",6
5763,Look:O for:O A:B-object_name Terrible:I-object_name Vengeance:I-object_name ," SearchCreativeWork
",5
3753,Give:O this:B-object_select novel:B-object_type two:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
5837,rate:O the:O book:B-object_type series:B-object_part_of_series_type Sons:B-object_name of:I-object_name Destiny:I-object_name a:O five:B-rating_value ," RateBook
",4
2203,What:O movie:B-object_location_type theatre:I-object_location_type is:O playing:O Shed:B-movie_name No:I-movie_name Tears:I-movie_name ," SearchScreeningEvent
",6
9030,what:O is:O the:O Cameia:B-geographic_poi National:I-geographic_poi Park:I-geographic_poi forecast:O for:O in:B-timeRange one:I-timeRange minute:I-timeRange and:I-timeRange 1:I-timeRange second:I-timeRange ," GetWeather
",2
1126,Rate:O the:O current:B-object_select textbook:B-object_type 1:B-rating_value of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
7051,"Book:O a:O table:O at:O Carter:B-restaurant_name House:I-restaurant_name Inn:I-restaurant_name in:O Saint:B-city Bonaventure:I-city ,:O Alaska:B-state .:O "," BookRestaurant
",1
3981,Can:O you:O find:O the:O television:B-object_type show:I-object_type Manifesto:B-object_name of:I-object_name Nevermore:I-object_name ," SearchCreativeWork
",5
3437,Add:O this:O track:B-music_item to:O the:O playlist:O Korean:B-playlist OSTs:I-playlist ," AddToPlaylist
",0
8264,Rate:O Breakheart:B-object_name Pass:I-object_name two:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
4056,"on:O April:B-timeRange the:I-timeRange twenty-seventh,:I-timeRange 2022:I-timeRange ,:O I'd:O like:O to:O make:O reservations:O at:O a:O spanish:B-cuisine diner:B-restaurant_type .:O "," BookRestaurant
",1
6896,add:O this:O tune:B-music_item by:O Nokio:B-artist the:I-artist N:I-artist Tity:I-artist to:O my:B-playlist_owner this:B-playlist is:I-playlist bb:I-playlist king:I-playlist playlist:O ," AddToPlaylist
",0
8222,What's:O the:O forecast:O for:O tonight:B-timeRange far:B-spatial_relation from:O East:B-geographic_poi Carpathian:I-geographic_poi Biosphere:I-geographic_poi Reserve:I-geographic_poi ?:O ," GetWeather
",2
3216,Out:O of:O 6:B-best_rating stars:B-rating_unit I:O give:O the:O chronicle:B-object_part_of_series_type three:B-rating_value and:O look:O forward:O to:O what's:O next:B-object_select .:O ," RateBook
",4
8840,Book:O a:O reservation:O for:O a:O top-rated:B-sort lebanese:B-cuisine fast:B-restaurant_type food:I-restaurant_type place:O ," BookRestaurant
",1
2792,Play:O the:O album:B-music_item Axum:B-album ," PlayMusic
",3
2855,I:O would:O like:O Ignacio:B-artist Figueredo:I-artist 's:O tune:B-music_item added:O to:O electroNOW:B-playlist .:O ," AddToPlaylist
",0
2444,add:O this:O album:B-music_item to:O Digster:B-playlist Future:I-playlist Hits:I-playlist ," AddToPlaylist
",0
5767,What's:O the:O forecast:O for:O North:B-city AMityville:I-city ?:O ," GetWeather
",2
2376,Please:O look:O up:O for:O Disney:B-object_name Universe:I-object_name .:O ," SearchCreativeWork
",5
2517,weather:O for:O Frankfort:B-city ," GetWeather
",2
4702,Show:O me:O the:O show:B-object_type Goldimouse:B-object_name and:I-object_name the:I-object_name Three:I-object_name Cats:I-object_name ," SearchCreativeWork
",5
1505,"I'd:O like:O to:O go:O to:O a:O pub:B-restaurant_type that:O has:O italian:B-served_dish dressing:I-served_dish for:O a:O party:O of:O 5:B-party_size_number on:O February:B-timeRange 11,:I-timeRange 2033:I-timeRange "," BookRestaurant
",1
9000,What's:O the:O weather:O forecast:O for:O here:B-current_location ?:O ," GetWeather
",2
7144,give:O three:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit to:O this:B-object_select textbook:B-object_type ," RateBook
",4
7007,Can:O you:O look:O up:O the:O Galsoft:B-object_name Linux:I-object_name TV:B-object_type series:I-object_type ?:O ," SearchCreativeWork
",5
5754,I:O need:O another:O artist:B-music_item in:O the:O romántica:B-playlist playlist.:O ," AddToPlaylist
",0
7695,add:O the:O album:B-music_item by:O Cham:B-artist to:O my:B-playlist_owner Cloud:B-playlist Rap:I-playlist playlist:O ," AddToPlaylist
",0
1361,Book:O a:O restaurant:B-restaurant_type for:O ten:B-party_size_number people:O 1:B-timeRange second:I-timeRange from:I-timeRange now:I-timeRange .:O ," BookRestaurant
",1
5647,Tell:O me:O the:O weather:O forecast:O for:O Croatia:B-country now:B-timeRange ," GetWeather
",2
2552,Add:O this:O album:B-music_item to:O holly's:B-playlist_owner bandas:B-playlist sonoras:I-playlist playlist:O ," AddToPlaylist
",0
1864,Give:O me:O the:O showtimes:O for:O Sign:B-movie_name of:I-movie_name the:I-movie_name Anchor:I-movie_name .:O ," SearchScreeningEvent
",6
7807,Find:O me:O the:O TV:B-object_type show:I-object_type Ask:B-object_name a:I-object_name Woman:I-object_name Who:I-object_name Knows:I-object_name ," SearchCreativeWork
",5
4552,I'd:O like:O a:O table:O for:O 3:B-party_size_number at:O an:O outdoor:B-facility restaurant:B-restaurant_type ," BookRestaurant
",1
8703,Book:O a:O restaurant:B-restaurant_type in:O the:O Marshall:B-state Islands:I-state for:O two:B-party_size_number people.:O ," BookRestaurant
",1
5130,"I:O need:O a:O reservation,:O looking:O for:O a:O place:O with:O pool:B-facility at:O Midnight:B-timeRange in:O a:O pub:B-restaurant_type .:O "," BookRestaurant
",1
5709,Play:O the:O playlist:O Grime:B-playlist Shutdown:I-playlist ," PlayMusic
",3
1503,Book:O an:O australian:B-cuisine restaurant:B-restaurant_type in:O Jacksboro:B-city three:B-timeRange weeks:I-timeRange from:I-timeRange now:I-timeRange for:O my:B-party_size_description step:I-party_size_description father:I-party_size_description and:I-party_size_description I:I-party_size_description .:O ," BookRestaurant
",1
7106,I:O want:O to:O listen:O to:O the:O album:B-music_item going:B-album back:I-album to:I-album the:I-album blue:I-album ridge:I-album mountains:I-album on:O iheart:B-service ," PlayMusic
",3
5187,Will:O it:O get:O chillier:B-condition_temperature in:O North:B-geographic_poi Creek:I-geographic_poi Forest:I-geographic_poi ?:O ," GetWeather
",2
2789,Add:O Art:B-artist Garfunkel:I-artist to:O the:O Chill:B-playlist Tracks:I-playlist playlist.:O ," AddToPlaylist
",0
4078,"find:O PlayStation官方杂志:B-object_name ,:O a:O song:B-object_type "," SearchCreativeWork
",5
